Ville;Type;product_simplification;Product_selection
Marseille;Exports;verres de cristal;1
Marseille;Exports;vin;
Marseille;Exports;vin blanc;
Marseille;Exports;vin de Bourgogne;
Marseille;Exports;vin de Champagne;1
Marseille;Exports;vin de Chypre;
Marseille;Exports;vin de Malaga;
Marseille;Exports;vin de muscat;
Marseille;Exports;vin rouge;
Marseille;Exports;vin rouge commun;
Marseille;Exports;vinaigre;1
Marseille;Exports;vitriol;
Marseille;Exports;vitriol de Chypre;
La Rochelle;Imports;acier;
La Rochelle;Imports;alun;
La Rochelle;Imports;amidon;
La Rochelle;Imports;anspects;
La Rochelle;Imports;arsenic;
La Rochelle;Imports;azur;
La Rochelle;Imports;azur commun;
La Rochelle;Imports;baleine coupée;
La Rochelle;Imports;baleine en fanon;
La Rochelle;Imports;barres de fer;
La Rochelle;Imports;barriques vides;
La Rochelle;Imports;barriques vides vieilles;
La Rochelle;Imports;beurre;
La Rochelle;Imports;beurre salé;
La Rochelle;Imports;bière;
La Rochelle;Imports;bœuf salé;
La Rochelle;Imports;bois de Brésil;
La Rochelle;Imports;bois de Campêche;
La Rochelle;Imports;bois pour teindre;
La Rochelle;Imports;borax;
La Rochelle;Imports;bordage de chêne;
La Rochelle;Imports;bourdilles;
La Rochelle;Imports;bourdillons;
La Rochelle;Imports;bourre de bœuf;
La Rochelle;Imports;bouteilles de verre;
La Rochelle;Imports;brai gras;1
La Rochelle;Imports;briques;
La Rochelle;Imports;cabillaud;
La Rochelle;Imports;cacao;1
La Rochelle;Imports;café;1
La Rochelle;Imports;cannelle;
La Rochelle;Imports;capillaire en herbes;
La Rochelle;Imports;carreaux de terre cuite;
La Rochelle;Imports;castor sec;
La Rochelle;Imports;cauris;
La Rochelle;Imports;caves garnies;
La Rochelle;Imports;cercles de fer;
La Rochelle;Imports;céruse;
La Rochelle;Imports;chaises de commodité;
La Rochelle;Imports;chandelle;
La Rochelle;Imports;chanvre cru;
La Rochelle;Imports;chanvre en rames;
La Rochelle;Imports;charbon de terre;1
La Rochelle;Imports;chaudron de cuivre;
La Rochelle;Imports;cinabre;
La Rochelle;Imports;cire jaune;
La Rochelle;Imports;citrons confits;
La Rochelle;Imports;clous de fer;1
La Rochelle;Imports;colle forte;
La Rochelle;Imports;confitures;
La Rochelle;Imports;coton;1
La Rochelle;Imports;couperose;
La Rochelle;Imports;couperose verte;
La Rochelle;Imports;couteaux communs;1
La Rochelle;Imports;cuirs de bœuf en poil;
La Rochelle;Imports;cuirs de bœuf tannés;
La Rochelle;Imports;cuirs de Russie;
La Rochelle;Imports;cuivre brut;
La Rochelle;Imports;dents d'éléphant;
La Rochelle;Imports;douelles pour barriques;
La Rochelle;Imports;douelles pour pipes;
La Rochelle;Imports;douelles pour quarts;
La Rochelle;Imports;écaille de tortue;
La Rochelle;Imports;épousterie;
La Rochelle;Imports;espars;
La Rochelle;Imports;faïence;
La Rochelle;Imports;fer-blanc;
La Rochelle;Imports;fer coulé;
La Rochelle;Imports;fer noir;
La Rochelle;Imports;figue;
La Rochelle;Imports;fil de fer;
La Rochelle;Imports;fil de laiton;
La Rochelle;Imports;fléaux de fer;
La Rochelle;Imports;fromage;
La Rochelle;Imports;galon de fil;
La Rochelle;Imports;garance;
La Rochelle;Imports;girofle;
La Rochelle;Imports;goudron;
La Rochelle;Imports;grains froment;1
La Rochelle;Imports;grains riz;1
La Rochelle;Imports;harengs blancs;1
La Rochelle;Imports;huile d'olive;1
La Rochelle;Imports;huile de lin;
La Rochelle;Imports;huile de poisson;
La Rochelle;Imports;inde plate;
La Rochelle;Imports;indigo;1
La Rochelle;Imports;jambon;
La Rochelle;Imports;limeneas;
La Rochelle;Imports;lin cru;
La Rochelle;Imports;lin peigné;
La Rochelle;Imports;litharge;
La Rochelle;Imports;madriers d'acajou;
La Rochelle;Imports;mâtereaux;
La Rochelle;Imports;mâts;
La Rochelle;Imports;mercerie;
La Rochelle;Imports;mercure;
La Rochelle;Imports;mine de plomb;
La Rochelle;Imports;mitrailles de cuivre;
La Rochelle;Imports;morue sèche;1
La Rochelle;Imports;morue verte;
La Rochelle;Imports;moulins à café;
La Rochelle;Imports;muscades;
La Rochelle;Imports;nicanéas;
La Rochelle;Imports;noir de fumée;
La Rochelle;Imports;ocre;
La Rochelle;Imports;orge mondé;
La Rochelle;Imports;orpiment;
La Rochelle;Imports;orpin;
La Rochelle;Imports;ouvrages de cuivre;
La Rochelle;Imports;ouvrages de fer;1
La Rochelle;Imports;ouvrages de fonte;
La Rochelle;Imports;peaux d'orignal;
La Rochelle;Imports;peaux d'ours;
La Rochelle;Imports;peaux de cerf;
La Rochelle;Imports;peaux de chevreuil;
La Rochelle;Imports;peaux de loup cervier;
La Rochelle;Imports;peaux de martre;
La Rochelle;Imports;piment;
La Rochelle;Imports;pipes à fumer;1
La Rochelle;Imports;pipes vides;
La Rochelle;Imports;planches de Prusse;
La Rochelle;Imports;planches de sapin;
La Rochelle;Imports;planches de sapin commun;1
La Rochelle;Imports;platille;
La Rochelle;Imports;plomb en grenaille;
La Rochelle;Imports;plomb en saumon;
La Rochelle;Imports;plumes à écrire;1
La Rochelle;Imports;poêles à frire de fer;
La Rochelle;Imports;poids de fer;
La Rochelle;Imports;poivre;
La Rochelle;Imports;potasse;
La Rochelle;Imports;poterie de grès;
La Rochelle;Imports;quincaillerie de fer;
La Rochelle;Imports;rassades;
La Rochelle;Imports;rocou;
La Rochelle;Imports;rognons de castor;
La Rochelle;Imports;rogues;
La Rochelle;Imports;ruban de fil;
La Rochelle;Imports;saumon salé;
La Rochelle;Imports;savon;1
La Rochelle;Imports;savon noir;
La Rochelle;Imports;soliveaux de sapin;
La Rochelle;Imports;soufre;
La Rochelle;Imports;stockfisch;1
La Rochelle;Imports;sucre blanc;1
La Rochelle;Imports;sucre brut;1
La Rochelle;Imports;sucre terré;1
La Rochelle;Imports;sucre têtes;
La Rochelle;Imports;suif;
La Rochelle;Imports;sumac;
La Rochelle;Imports;tabac filé;
La Rochelle;Imports;thé;
La Rochelle;Imports;tôle de fer;
La Rochelle;Imports;vermillon;
La Rochelle;Imports;verres à boire;
La Rochelle;Exports;acier;
La Rochelle;Exports;alun;
La Rochelle;Exports;amandes en coque;
La Rochelle;Exports;amidon;
La Rochelle;Exports;anchois;
La Rochelle;Exports;armes à feu;
La Rochelle;Exports;barres de fer;
La Rochelle;Exports;bas de fil;1
La Rochelle;Exports;bas de laine;
La Rochelle;Exports;bas de soie;1
La Rochelle;Exports;basin;
La Rochelle;Exports;beurre;
La Rochelle;Exports;bœuf salé;
La Rochelle;Exports;bougie;
La Rochelle;Exports;brai gras;1
La Rochelle;Exports;brai sec;1
La Rochelle;Exports;cacao;1
La Rochelle;Exports;café;1
La Rochelle;Exports;café des Indes;
La Rochelle;Exports;callemande;
La Rochelle;Exports;câpres;
La Rochelle;Exports;carreaux de verre à vitre;
La Rochelle;Exports;cartes à jouer;1
La Rochelle;Exports;cauris;
La Rochelle;Exports;chandelle;
La Rochelle;Exports;chapeaux de castor;
La Rochelle;Exports;chapeaux de demi-castor;
La Rochelle;Exports;chapeaux de laine;
La Rochelle;Exports;chaudron de cuivre;
La Rochelle;Exports;clous de fer;1
La Rochelle;Exports;confitures;
La Rochelle;Exports;cordage;
La Rochelle;Exports;couvertures de laine;
La Rochelle;Exports;crin;
La Rochelle;Exports;dentelle de fil;
La Rochelle;Exports;drap;
La Rochelle;Exports;drogues;
La Rochelle;Exports;eau-de-vie;1
La Rochelle;Exports;eau-de-vie de Charente;
La Rochelle;Exports;eau-de-vie de Ré;
La Rochelle;Exports;étoffe de laine;
La Rochelle;Exports;étoffe de soie;
La Rochelle;Exports;faïence;
La Rochelle;Exports;farine;
La Rochelle;Exports;fer-blanc;
La Rochelle;Exports;ferrements;
La Rochelle;Exports;feuillards;
La Rochelle;Exports;fil à coudre;1
La Rochelle;Exports;fil de coton;
La Rochelle;Exports;fil de Rennes;
La Rochelle;Exports;fil pour voile;1
La Rochelle;Exports;fromage;
La Rochelle;Exports;fruits secs;
La Rochelle;Exports;graine de genièvre;
La Rochelle;Exports;grains riz;1
La Rochelle;Exports;huile d'olive;1
La Rochelle;Exports;indigo;1
La Rochelle;Exports;jambon;
La Rochelle;Exports;lard;
La Rochelle;Exports;limeneas;
La Rochelle;Exports;marmites de fer;
La Rochelle;Exports;marrons;
La Rochelle;Exports;mercerie;
La Rochelle;Exports;morue sèche;1
La Rochelle;Exports;nicanéas;
La Rochelle;Exports;noix;
La Rochelle;Exports;osier;
La Rochelle;Exports;ouvrages d'étain;
La Rochelle;Exports;ouvrages de cuivre;
La Rochelle;Exports;ouvrages de fer;1
La Rochelle;Exports;papier blanc;
La Rochelle;Exports;peaux apprêtées de mouton;
La Rochelle;Exports;peaux d'orignal;
La Rochelle;Exports;peaux d'ours;
La Rochelle;Exports;peaux de cerf;
La Rochelle;Exports;peaux de chevreuil;
La Rochelle;Exports;peaux de loup;
La Rochelle;Exports;peaux de loup cervier;
La Rochelle;Exports;peaux de martre;
La Rochelle;Exports;peaux de mouton passées;
La Rochelle;Exports;pelleterie;
La Rochelle;Exports;pelleterie commune;
La Rochelle;Exports;pelleterie du Canada;
La Rochelle;Exports;pipes à fumer;1
La Rochelle;Exports;platille;
La Rochelle;Exports;plomb en grenaille;
La Rochelle;Exports;poêles à frire;
La Rochelle;Exports;poivre;
La Rochelle;Exports;poudre à poudrer;
La Rochelle;Exports;poudre à tirer;
La Rochelle;Exports;pruneaux;
La Rochelle;Exports;quincaillerie;
La Rochelle;Exports;raisin sec;1
La Rochelle;Exports;rassades;
La Rochelle;Exports;rocou;
La Rochelle;Exports;rognons de castor;
La Rochelle;Exports;safran;1
La Rochelle;Exports;salemporis;
La Rochelle;Exports;savon;1
La Rochelle;Exports;sel;1
La Rochelle;Exports;sel d'Oléron;
La Rochelle;Exports;sel de Ré;
La Rochelle;Exports;siamoise;
La Rochelle;Exports;sirop de mélasse;1
La Rochelle;Exports;soierie;
La Rochelle;Exports;souliers;
La Rochelle;Exports;sucre blanc;1
La Rochelle;Exports;sucre brut;1
La Rochelle;Exports;sucre en pain;
La Rochelle;Exports;sucre terré;1
La Rochelle;Exports;sucre têtes de forme;
La Rochelle;Exports;suif;
La Rochelle;Exports;thé;
La Rochelle;Exports;toile de Bretagne;1
La Rochelle;Exports;toile de chanvre;
La Rochelle;Exports;toile de coton;
La Rochelle;Exports;toile de lin;
La Rochelle;Exports;toile pour voile;1
La Rochelle;Exports;tôle de fer;
La Rochelle;Exports;verres à boire;
La Rochelle;Exports;vin;
La Rochelle;Exports;vin de Bordeaux;
La Rochelle;Exports;vin de Ré;
La Rochelle;Exports;vin de Saintonge;
Bordeaux;Imports;acier;
Bordeaux;Imports;aiguilles;
Bordeaux;Imports;allumettes à vin;
Bordeaux;Imports;aloès;
Bordeaux;Imports;alun;
Bordeaux;Imports;amidon;
Bordeaux;Imports;arsenic;
Bordeaux;Imports;avoine;
Bordeaux;Imports;azur;
Bordeaux;Imports;azur commun;
Bordeaux;Imports;baleine coupée;
Bordeaux;Imports;baleine en fanon;
Bordeaux;Imports;barres de fer;
Bordeaux;Imports;barres de guindeau;
Bordeaux;Imports;barriques vides;
Bordeaux;Imports;beurre;
Bordeaux;Imports;beurre salé;
Bordeaux;Imports;bière;
Bordeaux;Imports;blanc de baleine;
Bordeaux;Imports;bœuf fumé;
Bordeaux;Imports;bœuf salé;
Bordeaux;Imports;bois de Brésil;
Bordeaux;Imports;bois de Campêche;
Bordeaux;Imports;bois de gaïac;
Bordeaux;Imports;bois de girofle;
Bordeaux;Imports;bois de Sainte-Marthe;1
Bordeaux;Imports;bois de santal moulu;
Bordeaux;Imports;bois jaune;
Bordeaux;Imports;bois pour teindre;
Bordeaux;Imports;borax;
Bordeaux;Imports;bourdilles;
Bordeaux;Imports;bourre de bœuf;
Bordeaux;Imports;bouteilles de verre;
Bordeaux;Imports;brai gras;1
Bordeaux;Imports;brosses;
Bordeaux;Imports;brun rouge;
Bordeaux;Imports;cabillaud;
Bordeaux;Imports;caboches;
Bordeaux;Imports;cacao;1
Bordeaux;Imports;café;1
Bordeaux;Imports;camphre;
Bordeaux;Imports;canefice;
Bordeaux;Imports;cannelle;
Bordeaux;Imports;cassia lignea;
Bordeaux;Imports;cendre bleue;
Bordeaux;Imports;céruse;
Bordeaux;Imports;chaises de commodité;
Bordeaux;Imports;chandelle;
Bordeaux;Imports;chanvre cru;
Bordeaux;Imports;charbon de terre;1
Bordeaux;Imports;cinabre;
Bordeaux;Imports;cire jaune;
Bordeaux;Imports;clous de fer;1
Bordeaux;Imports;colle de Flandre;
Bordeaux;Imports;colle de poisson;
Bordeaux;Imports;colle forte;
Bordeaux;Imports;confitures;
Bordeaux;Imports;cordage;
Bordeaux;Imports;coton;1
Bordeaux;Imports;couperose;
Bordeaux;Imports;couperose verte;
Bordeaux;Imports;coutil;
Bordeaux;Imports;crin;
Bordeaux;Imports;cuirs de Russie;
Bordeaux;Imports;cuirs tannés;
Bordeaux;Imports;cuivre brut;
Bordeaux;Imports;cuivre rouge;
Bordeaux;Imports;dés de cuivre;
Bordeaux;Imports;douelles pour barriques;
Bordeaux;Imports;douelles pour pipes;
Bordeaux;Imports;écaille de tortue;
Bordeaux;Imports;étain en bloc;
Bordeaux;Imports;faïence;
Bordeaux;Imports;faux à faucher;
Bordeaux;Imports;fer-blanc;
Bordeaux;Imports;fer coulé;
Bordeaux;Imports;feuilles de cuivre;
Bordeaux;Imports;feuilles de fer;
Bordeaux;Imports;feuilles de tabac;
Bordeaux;Imports;fèves;
Bordeaux;Imports;fil blanc à coudre;
Bordeaux;Imports;fil de fer;
Bordeaux;Imports;fil de fer à carder;
Bordeaux;Imports;fil de fer gros;
Bordeaux;Imports;fil de fer passe perles;
Bordeaux;Imports;fil de laiton;1
Bordeaux;Imports;fonçaille;
Bordeaux;Imports;fromage;
Bordeaux;Imports;garance billons;
Bordeaux;Imports;garance commune;
Bordeaux;Imports;garance grappe;
Bordeaux;Imports;garance non robée;
Bordeaux;Imports;gingembre;
Bordeaux;Imports;girofle;
Bordeaux;Imports;gomme gutte;
Bordeaux;Imports;gomme laque;
Bordeaux;Imports;goudron;
Bordeaux;Imports;graine de jardin;
Bordeaux;Imports;grains froment;1
Bordeaux;Imports;grains seigle;
Bordeaux;Imports;gruau;
Bordeaux;Imports;harengs blancs;1
Bordeaux;Imports;hôpitaux de cuivre;
Bordeaux;Imports;huile d'olive;1
Bordeaux;Imports;huile de lin;
Bordeaux;Imports;huile de navette;
Bordeaux;Imports;huile de poisson;
Bordeaux;Imports;huile de vitriol;
Bordeaux;Imports;inde plate;
Bordeaux;Imports;indigo;1
Bordeaux;Imports;jalap;
Bordeaux;Imports;jambon;
Bordeaux;Imports;limes d'acier;
Bordeaux;Imports;lin cru;
Bordeaux;Imports;lin peigné;
Bordeaux;Imports;litharge;
Bordeaux;Imports;macis;
Bordeaux;Imports;madriers d'acajou;
Bordeaux;Imports;mercerie;
Bordeaux;Imports;mercerie grossière;
Bordeaux;Imports;mercure;
Bordeaux;Imports;merrains pour barriques;
Bordeaux;Imports;merrains pour fonds;
Bordeaux;Imports;minium;
Bordeaux;Imports;mongette;
Bordeaux;Imports;morue sèche;1
Bordeaux;Imports;moulins à café;
Bordeaux;Imports;muscades;
Bordeaux;Imports;orpiment;
Bordeaux;Imports;ouvrages d'étain;
Bordeaux;Imports;ouvrages de cuivre;
Bordeaux;Imports;ouvrages de fer;1
Bordeaux;Imports;pinceaux;
Bordeaux;Imports;pipes à fumer;1
Bordeaux;Imports;planches de chêne;
Bordeaux;Imports;planches de sapin de 18 pieds;
Bordeaux;Imports;platines de cuivre;
Bordeaux;Imports;plomb en grenaille;
Bordeaux;Imports;plomb en saumon;
Bordeaux;Imports;plumes à écrire;1
Bordeaux;Imports;poêles à frire de fer;
Bordeaux;Imports;poil de sanglier;
Bordeaux;Imports;pois de Bourgogne;
Bordeaux;Imports;pois verts;
Bordeaux;Imports;poivre giroflé;
Bordeaux;Imports;poivre noir;
Bordeaux;Imports;porcelaine;
Bordeaux;Imports;quincaillerie de cuivre;
Bordeaux;Imports;quincaillerie de fer;
Bordeaux;Imports;quinquina;
Bordeaux;Imports;rames de lin;
Bordeaux;Imports;rhubarbe;1
Bordeaux;Imports;rocou;
Bordeaux;Imports;rosette de cuivre;
Bordeaux;Imports;ruban de fil;
Bordeaux;Imports;ruban de fil et de laine;
Bordeaux;Imports;salsepareille;
Bordeaux;Imports;saumon salé;
Bordeaux;Imports;soliveaux de chêne;
Bordeaux;Imports;soliveaux de sapin;
Bordeaux;Imports;soufre;
Bordeaux;Imports;stockfisch;1
Bordeaux;Imports;sublimé;
Bordeaux;Imports;sucre blanc;1
Bordeaux;Imports;sucre brut;1
Bordeaux;Imports;sucre en pain;
Bordeaux;Imports;sucre terré;1
Bordeaux;Imports;suif;
Bordeaux;Imports;thé;
Bordeaux;Imports;tôle de fer;
Bordeaux;Imports;tournesol;
Bordeaux;Imports;verres de cristal;1
Ville;Type;product_simplification;
Bordeaux;Exports;acier;
Bordeaux;Exports;amandes cassées;
Bordeaux;Exports;amidon;
Bordeaux;Exports;anchois;
Bordeaux;Exports;artichauts confits;
Bordeaux;Exports;barres de fer;
Bordeaux;Exports;bas de coton;1
Bordeaux;Exports;bas de fil;1
Bordeaux;Exports;bas de laine;1
Bordeaux;Exports;bas de soie;1
Bordeaux;Exports;basin;
Bordeaux;Exports;batiste;
Bordeaux;Exports;beurre;
Bordeaux;Exports;bière;
Bordeaux;Exports;bœuf salé;
Bordeaux;Exports;bonnets de coton;1
Bordeaux;Exports;bougie;1
Bordeaux;Exports;brai;1
Bordeaux;Exports;brai sec;1
Bordeaux;Exports;cacao;1
Bordeaux;Exports;café;1
Bordeaux;Exports;café des Indes;
Bordeaux;Exports;cartes à jouer;1
Bordeaux;Exports;chandelle;
Bordeaux;Exports;chapeaux communs;
Bordeaux;Exports;chapeaux de castor;
Bordeaux;Exports;chapeaux de demi-castor;
Bordeaux;Exports;châtaignes;
Bordeaux;Exports;chemises;
Bordeaux;Exports;chemises à nègre;
Bordeaux;Exports;chemises garnies;
Bordeaux;Exports;clous de fer;1
Bordeaux;Exports;confitures;
Bordeaux;Exports;cordage;
Bordeaux;Exports;cordage de chanvre;
Bordeaux;Exports;cotonnine;
Bordeaux;Exports;coutil;
Bordeaux;Exports;couvertures de laine;
Bordeaux;Exports;cuisses d'oie;
Bordeaux;Exports;dame-jeannes;
Bordeaux;Exports;eau-de-vie;1
Bordeaux;Exports;épicerie;
Bordeaux;Exports;épicerie fine;
Bordeaux;Exports;étoffe de soie;
Bordeaux;Exports;étoupes;
Bordeaux;Exports;faïence;
Bordeaux;Exports;farine;
Bordeaux;Exports;fèves;
Bordeaux;Exports;fromage;
Bordeaux;Exports;fromage de Hollande;
Bordeaux;Exports;fusils de boucaniers;
Bordeaux;Exports;gants de soie;
Bordeaux;Exports;gingembre;
Bordeaux;Exports;gingembre sec;
Bordeaux;Exports;graine de genièvre;
Bordeaux;Exports;graine de lin;
Bordeaux;Exports;graisse de porcs;
Bordeaux;Exports;huile d'olive;1
Bordeaux;Exports;huile de lin;
Bordeaux;Exports;indigo;1
Bordeaux;Exports;jambon;
Bordeaux;Exports;langues fumées;
Bordeaux;Exports;lard;
Bordeaux;Exports;légumes;
Bordeaux;Exports;liège;
Bordeaux;Exports;mercerie;
Bordeaux;Exports;morue sèche;1
Bordeaux;Exports;mouchoirs de coton;
Bordeaux;Exports;mouchoirs de fil;
Bordeaux;Exports;mousseline;
Bordeaux;Exports;noix;
Bordeaux;Exports;osier;
Bordeaux;Exports;ouvrages d'étain;
Bordeaux;Exports;ouvrages de cuivre;
Bordeaux;Exports;ouvrages de fer;1
Bordeaux;Exports;pipes à fumer;1
Bordeaux;Exports;pistolets;
Bordeaux;Exports;plomb en grenaille;
Bordeaux;Exports;poivre;
Bordeaux;Exports;porcelaine;
Bordeaux;Exports;porcs salés;
Bordeaux;Exports;poudre à feu;
Bordeaux;Exports;poudre à poudrer;
Bordeaux;Exports;poudre à tirer;
Bordeaux;Exports;pruneaux;
Bordeaux;Exports;quincaillerie de fer;
Bordeaux;Exports;raisin sec;1
Bordeaux;Exports;rocou;
Bordeaux;Exports;sardines;
Bordeaux;Exports;savon;1
Bordeaux;Exports;serviettes;
Bordeaux;Exports;siamoise;
Bordeaux;Exports;soierie;
Bordeaux;Exports;souliers;
Bordeaux;Exports;sucre blanc;1
Bordeaux;Exports;sucre brut;1
Bordeaux;Exports;sucre en pain;
Bordeaux;Exports;sucre raffiné;
Bordeaux;Exports;sucre terré;1
Bordeaux;Exports;sucre têtes de forme;
Bordeaux;Exports;suif;
Bordeaux;Exports;toile de Bretagne;1
Bordeaux;Exports;toile de coton;
Bordeaux;Exports;toile guingans;
Bordeaux;Exports;toile pour voile;
Bordeaux;Exports;velours;
Bordeaux;Exports;verres à boire;
Bordeaux;Exports;vin de Blaye;
Bordeaux;Exports;vin de Bordeaux de haut;1
Bordeaux;Exports;vin de Bordeaux de ville;1
Bordeaux;Exports;vin de Bourg;
Bordeaux;Exports;vin de haut;1
Bordeaux;Exports;vin de ville;1
Bordeaux;Exports;vinaigre;1
